City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Carhuamayo,PE,-10.9167,-76.0333,43.0,64,84,8.16,broken clouds
477,Yelizavetino,RU,59.4916,29.7938,61.36,82,100,7.49,overcast clouds
478,Elyria,US,41.3684,-82.1077,89.53,69,20,13.8,few clouds
479,Priiskovyy,RU,51.9333,116.6333,40.87,61,8,4.85,clear sky
480,Falmouth,GB,50.1544,-5.0711,63.5,82,90,9.22,overcast clouds
481,Kyshtovka,RU,56.555,76.6271,58.37,94,39,7.05,scattered clouds
482,Qasigiannguit,GL,68.8193,-51.1922,47.52,65,71,7.96,broken clouds
483,Eureka,US,40.8021,-124.1637,73.2,85,45,5.99,scattered clouds
484,Hualmay,PE,-11.0964,-77.6139,65.52,72,25,11.61,scattered clouds
485,Soe,ID,-9.8607,124.284,62.94,93,77,4.23,broken clouds
486,Moscavide,PT,38.7793,-9.1022,70.72,80,0,8.05,clear sky
487,Hirara,JP,24.8,125.2833,85.55,73,2,6.73,clear sky
488,Senno,RU,59.5336,33.9167,63.27,86,73,5.39,broken clouds
489,San Pedro,PH,14.35,121.0167,78.31,91,75,1.14,broken clouds
490,Rehoboth,NA,-23.3167,17.0833,61.93,23,0,3.44,clear sky
491,Gornozavodsk,RU,58.3758,58.3211,57.85,79,17,3.44,few clouds
492,Thinadhoo,MV,0.5333,72.9333,80.01,80,100,18.86,overcast clouds
493,Batagay,RU,67.6333,134.6333,51.48,61,73,3.53,broken clouds
494,Vieste,IT,41.8825,16.175,75.81,75,48,9.64,scattered clouds
495,Oktyabrskoye,RU,43.0645,44.7417,66.34,93,66,4.47,broken clouds
496,Itanhem,BR,-17.1664,-40.33,71.01,74,81,12.33,broken clouds
497,Port Augusta,AU,-32.5,137.7667,45.36,84,8,6.91,clear sky
498,Yar-Sale,RU,66.8333,70.8333,51.73,99,100,9.42,light rain
499,Belousovka,KZ,50.1339,82.5239,49.05,76,4,4.47,clear sky
500,Savannah Bight,HN,16.45,-85.85,84.11,75,99,18.41,overcast clouds
501,Sioux Lookout,CA,50.1001,-91.917,68.07,83,75,8.05,broken clouds
502,Elat,IL,29.5581,34.9482,94.84,41,0,11.5,clear sky
503,Bahar,IR,34.9072,48.4414,62.76,16,0,2.3,clear sky
504,Coihaique,CL,-45.5752,-72.0662,57.81,35,0,4.61,clear sky
505,Saint-Augustin,CA,51.226,-58.6502,70.25,74,97,11.56,overcast clouds
506,Chuy,UY,-33.6971,-53.4616,47.1,71,2,6.29,clear sky
507,Sar-E Pul,AF,35.8333,66.1667,58.48,26,0,2.93,clear sky
508,Motala,SE,58.5371,15.0365,54.72,79,90,5.03,overcast clouds
509,Roros,NO,62.5747,11.3842,44.44,81,100,1.14,overcast clouds
510,Caravelas,BR,-17.7125,-39.2481,70.79,89,94,17.92,overcast clouds
511,Dingle,PH,10.9995,122.6711,76.26,89,100,2.66,moderate rain
512,Kadoma,JP,34.7333,135.5833,79.66,67,100,9.22,overcast clouds
513,Lixourion,GR,38.2019,20.4314,77.58,81,3,5.03,clear sky
514,Ca Mau,VN,9.1769,105.15,77.47,92,86,2.73,overcast clouds
515,Novorudnyy,RU,51.5026,58.1873,71.53,38,92,5.23,overcast clouds
516,Jiazi,CN,22.8779,116.067,80.37,87,2,3.18,clear sky
517,Pokaran,IN,26.9167,71.9167,83.89,66,97,7.7,overcast clouds
518,Shaunavon,CA,49.6501,-108.4181,76.78,23,48,11.41,scattered clouds
519,Kuytun,RU,54.3419,101.5036,41.2,88,100,11.27,light rain
520,Kaeo,NZ,-35.1,173.7833,54.32,89,13,9.26,few clouds
521,Tambovka,RU,50.0969,128.0489,50.0,95,67,10.25,broken clouds
522,Dalbandin,PK,28.8947,64.4101,85.05,12,68,1.48,broken clouds
523,Biak,ID,-0.9131,122.8766,74.7,89,49,5.75,scattered clouds
524,Mana,GF,5.6592,-53.7767,80.94,81,96,7.47,overcast clouds
525,Jequitinhonha,BR,-16.4339,-41.0033,74.48,56,20,4.61,few clouds
526,Venado Tuerto,AR,-33.7456,-61.9688,63.77,22,0,12.08,clear sky
527,Frontera,MX,26.9333,-101.45,89.33,52,53,7.0,broken clouds
528,Flin Flon,CA,54.7682,-101.865,69.64,46,40,17.27,scattered clouds
529,Basco,PH,20.4487,121.9702,84.72,73,32,9.48,scattered clouds
530,Jampur,PK,29.6441,70.5954,84.79,68,6,8.59,clear sky
531,Puerto Colombia,CO,10.9878,-74.9547,84.29,69,93,6.91,overcast clouds
532,Strezhevoy,RU,60.7333,77.5889,42.89,69,62,6.46,broken clouds
533,Ormara,PK,25.2088,64.6357,79.21,84,77,10.49,broken clouds
534,Luwingu,ZM,-10.2621,29.9271,69.44,30,95,1.14,overcast clouds
535,Okhotsk,RU,59.3833,143.3,53.51,71,1,10.85,clear sky
536,Korla,CN,41.7597,86.1469,73.63,31,18,0.6,few clouds
537,Oum Hadjer,TD,13.2954,19.6966,74.97,84,100,18.21,light rain
538,Atherton,GB,53.5237,-2.4935,62.74,74,83,1.01,broken clouds
539,Soria,ES,41.6667,-2.6667,65.1,100,11,3.96,few clouds
540,Vila Franca Do Campo,PT,37.7167,-25.4333,75.2,77,44,3.0,scattered clouds
541,Hamilton,US,39.1834,-84.5333,84.72,74,75,14.97,broken clouds
542,Townsville,AU,-19.25,146.8,70.68,83,75,12.66,broken clouds
543,Muzaffarpur,IN,26.1167,85.4,84.18,74,93,1.7,moderate rain
544,Garowe,SO,8.4054,48.4845,75.33,69,28,17.25,scattered clouds
545,Penzance,GB,50.1186,-5.5371,63.28,79,79,12.62,broken clouds
546,Estelle,US,29.8458,-90.1067,91.0,72,75,6.91,thunderstorm
547,Moose Factory,CA,51.2585,-80.6094,78.8,73,75,11.5,broken clouds
548,Gigmoto,PH,13.7796,124.39,80.17,84,100,2.59,overcast clouds
549,Codrington,AU,-38.2667,141.9667,50.92,98,100,7.63,overcast clouds
550,Namatanai,PG,-3.6667,152.4333,79.41,77,54,4.99,broken clouds
551,Oudtshoorn,ZA,-33.5907,22.2014,46.76,70,84,5.75,broken clouds
552,Santa Maria Del Oro,MX,25.9333,-105.3667,79.84,51,99,11.79,overcast clouds
553,Aksarka,RU,66.5606,67.7975,54.23,98,100,11.79,light rain
554,Haimen,CN,23.1935,116.6142,76.89,87,5,2.51,clear sky
555,Kroya,ID,-7.6331,109.2461,74.12,86,91,6.2,overcast clouds
556,Luanda,AO,-8.8368,13.2343,71.6,78,0,6.91,clear sky
557,Kijang,KR,35.2442,129.2139,73.13,86,75,6.58,broken clouds
558,Nzega,RW,-2.479,29.5564,58.03,85,95,2.82,overcast clouds
559,Mahon,ES,39.8885,4.2658,77.56,78,0,5.75,clear sky
560,Sezana,SI,45.7092,13.8733,70.25,83,89,1.99,overcast clouds
561,Nenita,PH,12.4917,124.8044,75.4,93,97,3.4,overcast clouds
562,Belyy Yar,RU,53.6039,91.3903,58.89,67,40,4.47,light intensity shower rain
563,Airai,TL,-8.9266,125.4092,56.88,88,12,3.27,few clouds
564,Sao Joao Batista,BR,-27.2761,-48.8494,64.22,75,69,1.59,broken clouds
565,Rio Gallegos,AR,-51.6226,-69.2181,51.85,66,0,4.61,clear sky
566,Ojinaga,MX,29.5667,-104.4167,94.41,43,0,3.44,clear sky
567,Yumen,CN,40.2833,97.2,63.18,39,26,6.4,scattered clouds
568,Taua,BR,-5.9667,-40.3,86.58,23,65,4.68,broken clouds
569,Novosheshminsk,RU,55.0651,51.2338,69.96,43,68,7.83,broken clouds
570,Nyandoma,RU,61.669,40.1991,55.26,94,100,9.62,light rain
571,Valparaiso,CL,-33.0393,-71.6273,60.01,95,100,11.5,fog
572,Visnes,NO,59.3556,5.2242,56.82,87,24,5.75,few clouds
573,Whitehorse,CA,60.7161,-135.0538,59.77,62,40,13.8,scattered clouds
574,Kingaroy,AU,-26.5333,151.8333,54.72,84,100,1.97,light rain
575,Pribinic,BA,44.6106,17.6906,66.61,93,95,2.77,overcast clouds
576,Lagoa,PT,39.05,-27.9833,73.85,77,60,5.14,broken clouds
577,Drabiv,UA,49.963,32.1529,71.46,43,1,5.3,clear sky
578,Mantua,IT,45.1667,10.7833,79.84,80,4,3.0,clear sky
579,Pingliang,CN,35.5392,106.6861,55.02,75,50,4.07,scattered clouds
580,Constitucion,CL,-35.3333,-72.4167,58.35,76,47,9.84,scattered clouds
581,Saint Pete Beach,US,27.7253,-82.7412,91.04,65,98,1.99,overcast clouds
582,Gold Coast,AU,-28.0,153.4333,60.01,97,40,0.0,scattered clouds
583,Lam Luk Ka,TH,13.9323,100.7494,82.98,99,20,1.14,few clouds
584,Kristiinankaupunki,FI,62.2743,21.376,50.7,84,0,10.11,clear sky
585,Mount Barker,AU,-35.0667,138.8667,50.14,89,78,9.46,broken clouds
586,Terney,RU,45.0503,136.6092,60.71,78,67,6.78,broken clouds
587,Sisimiut,GL,66.9395,-53.6735,47.86,73,73,11.7,broken clouds
588,Latung,PH,5.5,120.8833,82.94,74,100,7.2,overcast clouds
589,Scottsbluff,US,41.8666,-103.6672,86.77,33,0,3.0,clear sky
590,Puerto Rico,AR,-26.796,-55.024,59.31,49,91,5.06,overcast clouds
591,Griffith,US,41.5284,-87.4237,84.88,44,8,11.9,clear sky
592,Kaberamaido,UG,1.7389,33.1594,66.22,88,7,2.66,clear sky
593,Auki,SB,-8.7676,160.7034,79.36,82,29,4.05,scattered clouds
594,Mondlo,ZA,-27.983,30.7177,52.74,88,100,11.39,light rain
595,San Juan,AR,-31.5375,-68.5364,72.03,14,0,5.91,clear sky
596,Bairiki,KI,1.3292,172.9752,82.4,74,20,13.8,few clouds
597,Cockburn Town,TC,21.4612,-71.1419,83.25,76,100,16.58,overcast clouds
598,Susehri,TR,40.1644,38.0867,68.5,72,0,2.26,clear sky
599,Xam Nua,LA,20.4197,104.0439,66.04,97,96,1.81,overcast clouds
600,Garoua,CM,9.3,13.4,73.49,88,88,3.24,overcast clouds
601,Homer,US,59.6425,-151.5483,59.77,94,40,3.44,mist
602,Makakilo City,US,21.3469,-158.0858,83.98,59,75,13.8,broken clouds
603,Libertador General San Martin,AR,-23.8064,-64.7876,66.97,21,1,6.13,clear sky
604,Aranos,NA,-24.1333,19.1167,58.57,21,0,13.2,clear sky
605,Dudinka,RU,69.4058,86.1778,40.62,98,100,2.86,overcast clouds
606,Hami,CN,42.8,93.45,72.45,24,0,8.25,clear sky
607,Lerwick,GB,60.1545,-1.1494,51.8,69,100,11.16,overcast clouds
608,Rebra,RO,47.3167,24.5,66.02,68,91,4.23,overcast clouds
609,Umm Kaddadah,SD,13.6017,26.6876,86.79,44,37,13.06,scattered clouds
610,Winnemucca,US,40.973,-117.7357,91.18,11,0,3.6,clear sky
611,Sobolevo,RU,54.4299,31.8996,63.3,84,98,4.43,overcast clouds
612,Umea,SE,63.8284,20.2597,50.92,93,0,0.0,clear sky
613,Praxedis Guerrero,MX,31.3667,-106.0167,93.65,25,5,3.4,clear sky
614,Cap Malheureux,MU,-19.9842,57.6142,67.46,80,9,1.99,clear sky
615,Baherden,TM,38.4362,57.4316,77.45,16,0,4.83,clear sky
616,Karaikkudi,IN,10.0667,78.7833,80.04,78,88,5.48,overcast clouds
617,Muravlenko,RU,63.7898,74.523,49.46,68,89,16.35,overcast clouds
618,Ivdel,RU,60.6911,60.4206,62.28,74,20,5.55,few clouds
619,Levelland,US,33.5873,-102.378,91.18,38,43,12.37,scattered clouds
620,Horsham,GB,51.064,-0.3272,64.6,75,0,9.22,clear sky
621,Jaisalmer,IN,26.9147,70.9181,82.74,69,92,8.19,overcast clouds
622,Novoilinsk,RU,51.6829,108.7143,40.87,90,77,3.85,broken clouds
623,Paraopeba,BR,-19.2757,-44.4033,74.48,45,96,14.67,light rain
624,Le Vauclin,MQ,14.5452,-60.8388,87.85,74,20,14.97,few clouds
625,Massakory,TD,12.996,15.7293,81.43,71,73,6.62,broken clouds
626,Ust-Koksa,RU,50.2696,85.6108,44.44,80,2,0.16,clear sky
627,Copiapo,CL,-27.3667,-70.3333,56.89,37,0,6.73,clear sky
628,Tabou,CI,4.423,-7.3528,75.81,86,44,8.55,scattered clouds
629,Wanning,CN,18.8003,110.3967,78.01,88,78,3.49,broken clouds
630,Kiunga,PG,-6.1219,141.2906,72.73,100,100,0.78,light rain
631,Chabahar,IR,25.2919,60.643,81.0,77,33,5.79,scattered clouds
632,Erenhot,CN,43.6475,111.9767,62.92,53,89,3.94,overcast clouds
633,Berlevag,NO,70.8578,29.0864,42.8,75,75,17.27,broken clouds
634,Stephenville,US,32.2207,-98.2023,97.16,38,40,10.36,scattered clouds
635,Caraquet,CA,47.7941,-64.9386,75.74,62,76,4.23,broken clouds
636,Aquiraz,BR,-3.9014,-38.3911,80.69,82,72,12.75,broken clouds
637,Grindavik,IS,63.8424,-22.4338,58.95,94,100,36.82,light intensity drizzle
638,Pekan,MY,3.4836,103.3996,77.11,90,87,3.87,overcast clouds
639,Asosa,ET,10.0667,34.5333,60.93,95,100,2.28,light rain
640,Svetlaya,RU,46.5389,138.3297,60.15,81,100,3.49,overcast clouds
641,Kelowna,CA,49.8831,-119.4857,84.81,32,0,6.91,haze
642,Taltal,CL,-25.4,-70.4833,61.03,72,23,6.42,few clouds
643,Koumac,NC,-20.5667,164.2833,70.14,73,64,7.05,broken clouds
644,Uzunovo,RU,54.5386,38.6173,65.64,86,86,7.25,overcast clouds
645,Maraa,BR,-1.8333,-65.3667,82.99,79,92,2.08,overcast clouds
646,San Francisco De Ojuera,HN,14.7499,-88.1918,86.76,60,54,3.44,broken clouds
647,Sidi Ali,DZ,36.0998,0.4206,82.22,54,84,1.72,broken clouds
648,Alyangula,AU,-13.8483,136.4192,73.62,88,13,7.02,few clouds
649,Ulaangom,MN,49.9811,92.0667,48.9,60,4,1.59,clear sky
650,Nouakchott,MR,18.0858,-15.9785,84.13,71,89,7.43,light rain
651,Touros,BR,-5.1989,-35.4608,76.84,76,82,16.98,broken clouds
652,Moerai,PF,-22.4333,-151.3333,72.95,80,6,7.85,clear sky
653,Shingu,JP,33.7333,135.9833,75.61,94,100,7.38,overcast clouds
654,Trincomalee,LK,8.5711,81.2335,78.73,83,85,8.32,overcast clouds
655,Olafsvik,IS,64.8945,-23.7142,55.36,88,88,27.36,overcast clouds
656,Oron,NG,4.8256,8.2343,74.25,95,90,4.52,light rain
657,Half Moon Bay,US,37.4636,-122.4286,84.9,65,100,11.5,overcast clouds
658,Itoman,JP,26.1247,127.6694,82.42,89,2,5.75,clear sky
659,Osakarovka,KZ,50.565,72.5692,57.83,40,6,5.1,clear sky
660,Saint-Louis,SN,16.3333,-15.0,88.95,55,96,18.52,overcast clouds
661,Ribeira Brava,PT,32.65,-17.0667,72.72,77,48,0.87,scattered clouds
662,Makat,KZ,47.6469,53.3463,83.01,24,81,8.55,broken clouds
663,Muncar,ID,-8.4333,114.3333,74.46,92,95,3.33,overcast clouds
664,Mount Pleasant,US,32.7941,-79.8626,76.3,98,100,4.61,moderate rain
665,Pucallpa,PE,-8.3791,-74.5539,77.04,78,40,14.97,mist
666,Topeka,US,39.0483,-95.678,95.11,66,75,12.66,broken clouds
667,Newport,GB,51.5877,-2.9984,66.02,70,90,14.79,overcast clouds
668,Lata,PT,40.1629,-8.3327,59.95,86,0,1.57,clear sky
669,Blagoyevo,RU,63.3667,47.9167,58.03,95,100,4.85,light rain
670,Tretten,NO,61.3142,10.3007,49.84,73,8,2.95,clear sky
671,Ponta Delgada,PT,37.7333,-25.6667,75.51,78,20,6.91,few clouds
672,Njombe,TZ,-9.3333,34.7667,52.75,80,36,4.32,scattered clouds
673,Vadso,NO,70.0744,29.7487,43.68,87,75,11.5,broken clouds
674,Ondangwa,NA,-17.9167,15.95,69.8,28,4,3.44,clear sky
675,Vulcan,RO,45.3833,23.2667,61.43,81,29,2.82,scattered clouds
676,Magadan,RU,59.5667,150.8,51.53,85,100,8.32,overcast clouds
677,Artigas,UY,-30.4,-56.4667,52.02,71,0,9.82,clear sky
678,High Level,CA,58.5169,-117.136,69.91,56,40,5.75,scattered clouds
679,Jelenia Gora,PL,50.8997,15.729,61.3,53,97,1.86,overcast clouds
680,Mantenopolis,BR,-18.8625,-41.1228,69.19,67,98,11.07,overcast clouds
681,Nabire,ID,-3.3667,135.4833,75.33,91,97,3.09,overcast clouds
682,Butterworth,MY,5.3991,100.3638,80.64,91,20,3.44,few clouds
683,Peniche,PT,39.3558,-9.3811,68.11,94,2,6.33,clear sky
684,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.09,69,89,23.49,overcast clouds
685,Key Largo,US,25.0865,-80.4473,87.01,58,100,12.62,overcast clouds
686,Teguldet,RU,57.3064,88.1667,36.63,93,41,1.81,scattered clouds
687,Wenling,CN,28.3669,121.36,79.12,91,89,1.34,overcast clouds
688,Semme,FR,46.1963,1.5007,79.21,44,53,4.03,broken clouds
689,Mombetsu,JP,44.3525,143.3525,63.77,80,94,3.09,overcast clouds
690,Pacific Grove,US,36.6177,-121.9166,74.21,77,31,11.99,scattered clouds
691,Luzhou,CN,28.8724,105.4405,68.29,93,100,6.96,overcast clouds
692,Coquimbo,CL,-29.9533,-71.3436,55.13,82,40,9.22,scattered clouds
693,Bageshwar,IN,29.85,79.7667,69.64,96,88,1.23,overcast clouds
694,Alofi,NU,-19.0595,-169.9187,76.89,78,75,8.05,broken clouds
695,Barra Do Corda,BR,-5.5,-45.25,88.02,24,8,0.18,clear sky
696,Ambon,ID,-3.6954,128.1814,80.74,15,40,4.61,scattered clouds
697,Finschhafen,PG,-6.6024,147.8681,77.23,89,100,9.37,light rain
698,Atar,MR,20.5169,-13.0499,84.09,64,93,32.26,overcast clouds
699,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,67,75,8.95,broken clouds
700,Dhidhdhoo,MV,6.8833,73.1,81.34,78,84,20.67,broken clouds
701,Soyo,AO,-6.1349,12.3689,72.36,87,11,7.87,few clouds
702,Kargasok,RU,59.0556,80.8572,41.47,90,84,5.97,broken clouds
703,Cidreira,BR,-30.1811,-50.2056,52.65,71,32,7.58,scattered clouds
704,Montana,BG,43.4125,23.225,69.19,70,96,4.59,overcast clouds
705,Ullapool,GB,57.8987,-5.1604,58.35,95,37,6.02,scattered clouds
706,Skelleftea,SE,64.7507,20.9528,51.01,100,0,3.44,clear sky
707,Gamba,GA,-2.65,10.0,73.85,83,100,6.6,overcast clouds
708,Nioro,GM,13.35,-15.75,74.84,94,99,6.08,light rain
709,Tokuyama,JP,34.05,131.8167,73.98,87,88,4.79,overcast clouds
710,Bemidji,US,47.4736,-94.8803,65.05,91,100,14.97,overcast clouds
711,Kissidougou,GN,9.1848,-10.0999,69.69,97,90,6.26,light rain
712,Kanye,BW,-24.9667,25.3327,62.22,21,0,5.53,clear sky
713,Taoudenni,ML,22.6783,-3.9836,100.4,27,44,8.88,scattered clouds
